    43.0,     21663,     -58.6,  -9999.00,      75.0,        26
    41.0,     21962,     -58.6,  -9999.00,      75.0,        22
    39.0,     22276,     -58.5,  -9999.00,      40.0,        10
    37.0,     22606,     -58.4,  -9999.00,      70.0,        17
    36.0,     22778,     -58.4,  -9999.00,      25.0,        20
    34.4,     23063,     -58.3,  -9999.00,      35.0,        19
    33.0,     23326,     -57.2,  -9999.00,      45.0,        19
    31.0,     23722,     -55.6,  -9999.00,      95.0,        23
    30.0,     23930,     -54.7,  -9999.00,     110.0,        30
    29.8,     23973,     -54.5,  -9999.00,     110.0,        29
    28.0,     24369,     -55.8,  -9999.00,     115.0,        19
    26.0,     24840,     -57.3,  -9999.00,     115.0,        31
    24.8,     25139,     -56.9,  -9999.00,      94.0,        23
    24.0,     25351,     -54.7,  -9999.00,      80.0,        18
    22.0,     25913,     -48.7,  -9999.00,      35.0,         9
    21.8,     25972,     -48.1,  -9999.00,   -9999.0,  -9999.00
    21.0,     26218,     -48.3,  -9999.00,   -9999.0,  -9999.00
%END%
